area,bathrooms,bedrooms,direction,district,front_street_length,house_type,legal_status,num_of_floor,price,project,title,url
102 m²,5,4,Bắc,Quận 2,"7,0 m",Nhà phố,Sổ hồng,4,"9,5 Tỷ VNĐ",,"Chính chủ bán nhà đẹp Nguyễn Duy Trinh Q2, khu",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-ban-nha-dep-nguyen-duy-trinh-q2-khu-trun-7215149
240 m²,4,5,Tây,Quận 12,"7,0 m",Nhà phố,Sổ hồng,5,"3,73 Tỷ VNĐ",,Bán nhà phố bán cổ điển thạnh xuân 22. Kiến trúc,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-pho-ban-co-dien-thanh-xuan-22-kien-truc-hi-7180067
215 m²,5,4,,Quận Bình Tân,"6,0 m",Nhà phố,Sổ hồng,3,"2,1 Tỷ VNĐ",,Nhà Bán Chính Chủ [ 4m x 16m ] 1trệt 3 lầu .Hẻm,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-ban-chinh-chu-4m-x-16m-1tret-3-lau-hem-6m-thon-7202938
218 m²,5,5,,Quận Bình Tân,"6,0 m",Nhà phố,,3,"3,9 Tỷ VNĐ",,"Nhà Bán [ 4m X 18m ] 1trệt 3 lầu, Đường Liên Khu",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-ban-4m-x-18m-1tret-3-lau-duong-lien-khu-5-6-he-7203464
80 m²,5,4,,Huyện Nhà Bè,"10,0 m",Nhà phố,Sổ hồng,3,"3,25 Tỷ VNĐ",,"Chính Chủ Bán Gấp Biệt Thự Sân Vườn Dt 8x10m,3",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-ban-gap-biet-thu-san-vuon-dt-8x10m-3-lau-7247920
50 m²,2,2,Đông,Quận 12,"5,0 m",Nhà phố,Sổ hồng,1,860 Triệu VNĐ,,"Cần bán gấp căn nhà như hình, 1 lầu 2",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-gap-can-nha-nhu-hinh-1-lau-2-phong-ngu-2-n-7247973
216 m²,5,4,,Quận Bình Tân,"6,0 m",Nhà phố,Sổ hồng,3,"2,5 Tỷ VNĐ",,Chính Chủ Bán Nhà [ 4m x 17m ] 1trệt 3 lầu .Hẻm,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-ban-nha-4m-x-17m-1tret-3-lau-hem-6m-thon-7247800
60 m²,5,4,,Quận Thủ Đức,"8,0 m",Nhà phố,Sổ hồng,3,"3,9 Tỷ VNĐ",,"Bán nhà mt trung tâm Thủ Đức , Phường Hbc,hpb,hxh",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-mt-trung-tam-thu-duc-phuong-hbc-hpb-hxh-sh-7247992
80 m²,,4,,Quận Gò Vấp,,Nhà phố,Sổ hồng,3,"8,5 Tỷ VNĐ",,Chính chủ đang cần tiền đầu tư bán gấp nhà diện,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-dang-can-tien-dau-tu-ban-gap-nha-dien-ti-7246469
26 m²,2,2,Đông Nam,Huyện Nhà Bè,"3,0 m",Nhà phố,Sổ hồng,2,"1,1 Tỷ VNĐ",,Bán nhà Huỳnh Tấn Phát,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-huynh-tan-phat-6876495
120 m²,3,4,Đông Nam,Huyện Nhà Bè,"8,0 m",Nhà phố,Sổ hồng,3,"1,92 Tỷ VNĐ",,"Nhà Mới 1 Trệt, 2 Lầu,hẻm Xe Hơi Đường Huỳnh Tấn",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-moi-1-tret-2-lau-hem-xe-hoi-duong-huynh-tan-ph-7246145
60 m²,2,2,,Quận 6,"3,0 m",Nhà phố,Sổ hồng,3,"1,7 Tỷ VNĐ",,"Nhà 3 tầng Lò Gốm 3x7 đẹp giá chỉ 1,7 tỷ-Hỗ trợ",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-3-tang-lo-gom-3x7-dep-gia-chi-1-7-ty-ho-tro-va-7230788
40 m²,2,2,,Quận 12,"5,0 m",Nhà phố,Sổ hồng,2,980 Triệu VNĐ,,"Nhà 2 Tấm 4x12m_2PN,2WC.Ngay Ngã Tư Ga_Hà Huy",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-2-tam-4x12m-2pn-2wc-ngay-nga-tu-ga-ha-huy-giap-6759862
130 m²,4,3,,Quận Phú Nhuận,"8,0 m",Nhà phố,Sổ hồng,4,"4,9 Tỷ VNĐ",,Xuất cảnh bán gấp nhà mặt tiền 251 Phùng Văn Cung,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/xuat-canh-ban-gap-nha-mat-tien-251-phung-van-cung-7246885
160 m²,5,4,,Quận Phú Nhuận,,Nhà phố,Sổ hồng,3,"5,6 Tỷ VNĐ",,"Bán nhà bao đẹp hẻm xe hơi Thích Quảng Đức, Phú",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-bao-dep-hem-xe-hoi-thich-quang-duc-phu-nhu-7246921
42 m²,2,2,,Quận 12,,Nhà phố,Sổ hồng,1,910 Triệu VNĐ,,Nhà Vlia Cao Cấp 4x11m Đúc 1 Lầu 1 Trệt Ngay UBP,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-vlia-cao-cap-4x11m-duc-1-lau-1-tret-ngay-ubp-t-7137294
50 m²,4,3,,Quận Bình Tân,"8,0 m",Nhà phố,Sổ đỏ,4,Giá bảo mật,,"Nhà Đẹp Thanh Toán Theo Tiến Độ Gần Trung Tâm,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-dep-thanh-toan-theo-tien-do-gan-trung-tam-dau-7246917
48 m²,1,2,,Quận Bình Tân,,Nhà phố,Sổ hồng,1,"1,8 Tỷ VNĐ",,Chính Chủ Bán Nhà Đẹp - Sổ Hồng Riêng - 1 Trệt +,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-ban-nha-dep-so-hong-rieng-1-tret-1-lau-d-6932225
100 m²,3,2,Đông Bắc,Quận Phú Nhuận,"6,0 m",Nhà phố,Sổ hồng,3,"5,1 Tỷ VNĐ",,Nhà 2 lầu thiết kế đẹp (Chủ nhân tặng toàn bộ nội,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-2-lau-thiet-ke-dep-chu-nhan-tang-toan-bo-noi-t-7246968
226 m²,4,5,Không xác định,Quận 8,"8,0 m",Nhà phố,Sổ hồng,4,"3,59 Tỷ VNĐ",,Mở Bán 56 Căn Nhà Phố 3 Lầu Sân Thượng   (4.5m,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/mo-ban-56-can-nha-pho-3-lau-san-thuong-4-5m-x14m-n-4188331
150 m²,4,3,Tây Bắc,Quận Phú Nhuận,"3,0 m",Nhà phố,Sổ hồng,4,"5,45 Tỷ VNĐ",,Nhà 3 lầu t.kế Châu Âu hẻm đẹp ôtô đổ cách nhà,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-3-lau-t-ke-chau-au-hem-dep-oto-do-cach-nha-10m-6946531
500 m²,,15,Tây Bắc,Quận Bình Thạnh,"12,0 m",Nhà phố,Sổ hồng,8,17 Tỷ VNĐ,,Tòa nhà 7 lầu (4mx 17m)15 phòng t.kế C.Âu chuẩn,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/toa-nha-7-lau-4mx-17m15-phong-t-ke-c-au-chuan-5-th-6929076
160 m²,4,4,Tây Bắc,Quận Bình Thạnh,"5,0 m",Nhà phố,Sổ hồng,4,"6,3 Tỷ VNĐ",,Nhà 3 lầu thiết kế đẹp mới 100% hẻm ôtô vào tận,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-3-lau-thiet-ke-dep-moi-100-hem-oto-vao-tan-nha-6975397
162 m²,4,3,Tây Nam,Quận Phú Nhuận,"4,5 m",Nhà phố,Sổ hồng,4,"6,9 Tỷ VNĐ",,"Nhà phố 3 lầu t.kế đẹp full nội thất cao cấp, ôtô",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-3-lau-t-ke-dep-full-noi-that-cao-cap-oto-4-6837280
150 m²,4,4,Tây Nam,Quận Bình Thạnh,"3,5 m",Nhà phố,Sổ hồng,4,"5,25 Tỷ VNĐ",,Biệt thự mini 3 lầu t.kế Châu Âu thiên đường nghỉ,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/biet-thu-mini-3-lau-t-ke-chau-au-thien-duong-nghi-6603884
160 m²,4,3,Đông Bắc,Quận 3,"3,5 m",Biệt thự/ Villa,Sổ hồng,5,"6,85 Tỷ VNĐ",,B.thự mini 3 lầu t.kế cổ điển Ý chuẩn 5* tuyệt,http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/b-thu-mini-3-lau-t-ke-co-dien-y-chuan-5-tuyet-dep-6552041
165 m²,4,3,Tây Bắc,Quận Phú Nhuận,"3,5 m",Nhà phố,Sổ hồng,4,"5,25 Tỷ VNĐ",,"Nhà 3 lầu mới 100% t.kế Châu Âu hẻm ôtô nhỏ Kia,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-3-lau-moi-100-t-ke-chau-au-hem-oto-nho-kia-yar-7005790
56 m²,,4,,Quận Thủ Đức,,Nhà phố,Sổ hồng,,"4,3 Tỷ VNĐ",,"Chính Chủ Cần Tiền Bán Gấp Nhà Mới Xây, Đẹp",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-can-tien-ban-gap-nha-moi-xay-dep-duong-l-6989938
288 m²,5,6,Bắc,Quận Tân Bình,"6,0 m",Nhà phố,,4,30 Tỷ VNĐ,,"Nhà phố thiết kế phong cách biệt thự 288m2, hẻm",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-thiet-ke-phong-cach-biet-thu-288m2-hem-xe-7102676
90 m²,2,2,,Quận 11,,Nhà phố,Sổ hồng,2,"5,8 Tỷ VNĐ",,"Bán gấp nhà gần Chợ Lớn, DT: 90m, nở hậu 9m, nhà",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-nha-gan-cho-lon-dt-90m-no-hau-9m-nha-dep-g-7061666
80 m²,2,2,Tây Nam,Quận 12,"3,0 m",Nhà phố,Sổ đỏ,1,"1,5 Tỷ VNĐ",,Hàng hiếm…Nhà SHR đạt chuẩn ngay Ngã Tư Ga Q.12,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/hang-hiemnha-shr-dat-chuan-ngay-nga-tu-ga-q-12-chi-7243726
72 m²,6,6,,Quận 6,"15,0 m",Nhà phố,Sổ hồng,4,11 Tỷ VNĐ,,"Bán nhà mặt tiền đường Trần Văn Kiểu, phường 10,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-mat-tien-duong-tran-van-kieu-phuong-10-qua-7174265
100 m²,2,2,,Quận 8,"6,0 m",Nhà phố,Sổ hồng,2,"2,6 Tỷ VNĐ",,Bán Nhà  P.16 Quận 8 DT3.,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-p-16-quan-8-dt3-6x14m-6804460
400 m²,9,9,Đông Bắc,Quận Phú Nhuận,"10,0 m",Nhà phố,Sổ hồng,6,"15,2 Tỷ VNĐ",,"Nhà phố 5 lầu t.kế cổ điển Pháp, mới 100%, 9",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-5-lau-t-ke-co-dien-phap-moi-100-9-phong-th-7156864
210 m²,4,5,Tây Nam,Quận Phú Nhuận,"3,5 m",Nhà phố,Sổ hồng,4,"8,1 Tỷ VNĐ",,"Biệt thự kiến trúc Úc full nội thất 5* 3 lầu, 5",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/biet-thu-kien-truc-uc-full-noi-that-5-3-lau-5-phon-7185776
150 m²,4,5,Đông Bắc,Quận Phú Nhuận,"3,2 m",Nhà phố,Sổ hồng,4,"4,9 Tỷ VNĐ",,"Nhà phố 3 lầu mới 100% 5 phòng ngủ, thiết kế đẹp",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-3-lau-moi-100-5-phong-ngu-thiet-ke-dep-hem-7018565
100 m²,5,5,,Quận 12,"7,0 m",Nhà phố,Sổ hồng,3,"4,2 Tỷ VNĐ",,"Bán Nhà 4x25,SHR Gần Khu Phần Mềm Quang Trung,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-4x25-shr-gan-khu-phan-mem-quang-trung-q12-5065528
50 m²,3,4,,Quận 8,"4,0 m",Nhà phố,Sổ hồng,4,"3,4 Tỷ VNĐ",,"Bán Gấp Nhà 2.5 lầu, Gần Ngã Tư Võ Văn Kiệt - An",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-nha-2-5-lau-gan-nga-tu-vo-van-kiet-an-duon-6907801
56 m²,2,2,Tây Bắc,Quận Bình Thạnh,"3,0 m",Nhà phố,,2,"1,8 Tỷ VNĐ",,"Chính chủ cần bán nhà P25-Bình Thạnh, giá 1.8 tỷ,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-can-ban-nha-p25-binh-thanh-gia-1-8-ty-ho-7173643
33 m²,2,2,,Huyện Nhà Bè,"3,0 m",Nhà phố,Sổ hồng,2,"1,85 Tỷ VNĐ",,"Cần Bán Gấp Nhà Hẻm 3m Huỳnh Tấn Phát,Nhà Bè DT",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-gap-nha-hem-3m-huynh-tan-phat-nha-be-dt-3x-7241601
35 m²,,2,,Huyện Nhà Bè,,Nhà phố,,1,"1,35 Tỷ VNĐ",,"Nhà rẻ , đẹp  trên đường  Lê văn lương đương xe",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-re-dep-tren-duong-le-van-luong-duong-xe-hoi-va-7237781
85 m²,5,4,Tây,Huyện Nhà Bè,,Nhà phố,,3,"3,7 Tỷ VNĐ",,Hiện nay còn 3 căn chưa có chủ  Nằm trên đường,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/hien-nay-con-3-can-chua-co-chu-nam-tren-duong-huyn-7237870
50 m²,2,2,,Huyện Nhà Bè,,Nhà phố,,2,"2,7 Tỷ VNĐ",,Nhà bán 5 m x 10 m 1 tret 1 lầu  cách cầu phú,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-ban-5-m-x-10-m-1-tret-1-lau-cach-cau-phu-xuan-7237826
80 m²,3,3,,Huyện Nhà Bè,"6,0 m",Nhà phố,Sổ hồng,2,"2,45 Tỷ VNĐ",,"Thua banh bán nhà hẻm ô tô dt 4x20m, 3 pn, 2 wc,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/thua-banh-ban-nha-hem-o-to-dt-4x20m-3-pn-2-wc-duon-7240988
82 m²,3,2,,Quận 4,,Nhà phố,Sổ hồng,4,"3,7 Tỷ VNĐ",,"Bán Nhà Tt Quận 4 Đối Diện Chung Cư Galaxy 9, Ra",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-tt-quan-4-doi-dien-chung-cu-galaxy-9-ra-qu-7093148
66 m²,3,2,Tây,Huyện Hóc Môn,"8,0 m",Nhà phố,Sổ hồng,2,"1,35 Tỷ VNĐ",,"Chính chủ bán đất gần Hóc Môn. Nhà 2 tầng, khu",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-ban-dat-gan-hoc-mon-nha-2-tang-khu-vuc-s-7168261
300 m²,4,4,Đông Bắc,Quận 12,"6,0 m",Biệt thự/ Villa,Sổ hồng,2,"5,45 Tỷ VNĐ",,"Biệt thự nghĩ dưỡng ngay ngã tư ga, tiếp giáp Gò",http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/biet-thu-nghi-duong-ngay-nga-tu-ga-tiep-giap-go-va-7237437
21 m²,3,2,Đông Bắc,Huyện Nhà Bè,"6,0 m",Nhà phố,Sổ hồng,3,820 Triệu VNĐ,,"Lê Văn Lương_Long Kiển_3,2x7m_3tấm đúc_820",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/le-van-luong-long-kien-3-2x7m-3tam-duc-820-trieu-s-5546550
150 m²,4,3,Đông Bắc,Quận Phú Nhuận,"3,5 m",Nhà phố,Sổ hồng,4,"5,5 Tỷ VNĐ",,"Nhà phố 3 lầu DTKV: 4x10, DTSD:160m2 thiết kế Cổ",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-3-lau-dtkv-4x10-dtsd-160m2-thiet-ke-co-die-7234364
80 m²,4,4,Đông,Quận Bình Tân,"7,0 m",Nhà phố,,3,"2,2 Tỷ VNĐ",,"Bán Nhà Mới Tuyệt Đẹp, Đường 7m Thông",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-moi-tuyet-dep-duong-7m-thong-thoang-5748102
128 m²,3,4,Đông Nam,Huyện Nhà Bè,"8,0 m",Nhà phố,Sổ hồng,3,"1,95 Tỷ VNĐ",,"Sổ Riêng ! Nhà 3 tầng 4p.ngủ MT hẻm 8m ( DT: 3,5",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/so-rieng-nha-3-tang-4p-ngu-mt-hem-8m-dt-3-5-x-12-h-7213529
64 m²,5,5,,Quận Bình Tân,"7,0 m",Nhà phố,Sổ hồng,4,"2,5 Tỷ VNĐ",,"Bán nhà liên khu 4-5 + Bình Thành , 4m x 16m đúc",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-lien-khu-4-5-binh-thanh-4m-x-16m-duc-4-lau-7235572
58 m²,2,2,Bắc,Quận Bình Tân,"5,0 m",Nhà phố,Sổ hồng,2,"1,92 Tỷ VNĐ",,"Nhà bán chính chủ sổ hồng Đường số 4, Bình hưng",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-ban-chinh-chu-so-hong-duong-so-4-binh-hung-hoa-7170144
60 m²,3,4,,Huyện Hóc Môn,,Nhà phố,,2,"2,6 Tỷ VNĐ",,"nhà hóc môn giá rẻ, DT 5x12, 1 trệt 2 lầu, sổ",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-hoc-mon-gia-re-dt-5x12-1-tret-2-lau-so-hong-ri-7231447
45 m²,3,4,,Huyện Nhà Bè,"8,0 m",Nhà phố,Sổ hồng,3,"1,85 Tỷ VNĐ",,"Nhà Xây Mới Trệt 2 Lầu Sân Thượng 3,4x12 Đường 8m",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-xay-moi-tret-2-lau-san-thuong-3-4x12-duong-8m-7130028
90 m²,3,4,Không xác định,Huyện Bình Chánh,"8,0 m",Nhà phố,Sổ hồng,2,"1,65 Tỷ VNĐ",,"Bán Gấp Nhà Phố Hương Lộ 11 Bình Chánh 4,5x20 Shr",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-nha-pho-huong-lo-11-binh-chanh-4-5x20-shr-6412024
50 m²,2,2,Không xác định,Quận 12,"5,0 m",Nhà phố,Sổ hồng,1,950 Triệu VNĐ,,"Nhà Mặt Tiền Đường Tô Ngọc Vân 5m, 3m* 8m, Đúc",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-mat-tien-duong-to-ngoc-van-5m-3m-8m-duc-that-1-7082598
150 m²,4,3,Đông Bắc,Quận Bình Thạnh,"4,0 m",Nhà phố,Sổ hồng,4,"6,7 Tỷ VNĐ",,Kiến trúc vườn cổ tích thơ mộng đáng yêu : nhà 3,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/kien-truc-vuon-co-tich-tho-mong-dang-yeu-nha-3-lau-6633602
120 m²,3,3,Nam,Quận Thủ Đức,"6,0 m",Biệt thự/ Villa,Có giấy phép xây dựng,3,"6,3 Tỷ VNĐ",,"Bán nhà biệt thự phố cực đẹp khu dân cư Sông Đà,",http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/ban-nha-biet-thu-pho-cuc-dep-khu-dan-cu-song-da-th-7182686
150 m²,4,4,Đông Bắc,Quận Phú Nhuận,"3,0 m",Nhà phố,Sổ hồng,4,"4,3 Tỷ VNĐ",,B.thự mini môi trường xanh 3 lầu t.kế tuyệt đẹp,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/b-thu-mini-moi-truong-xanh-3-lau-t-ke-tuyet-dep-fu-6637948
706 m²,6,6,Tây Nam,Quận Thủ Đức,"12,0 m",Biệt thự/ Villa,Sổ hồng,5,20 Tỷ VNĐ,,Bán biệt thự cao cấp giá hấp dẫn - Đường 25 Thủ,http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/ban-biet-thu-cao-cap-gia-hap-dan-duong-25-thu-duc-4706856
280 m²,5,4,Tây Bắc,Quận Gò Vấp,"6,0 m",Biệt thự/ Villa,Sổ hồng,3,5 Tỷ VNĐ,,"Bán biệt thự mini phố mới xây 5 tỷ: 5 x 18,2 hẻm",http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/ban-biet-thu-mini-pho-moi-xay-5-ty-5-x-18-2-hem-6m-7105831
280 m²,5,4,Tây Bắc,Quận Gò Vấp,"6,0 m",Nhà phố,Sổ hồng,4,"4,55 Tỷ VNĐ",,Bán gấp nhà: 4 x 18 xây  trệt 2 lầu hẻm 6m Phan,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-nha-4-x-18-xay-tret-2-lau-hem-6m-phan-huy-5383786
350 m²,6,4,Tây Bắc,Quận Gò Vấp,"6,0 m",Biệt thự/ Villa,Sổ hồng,4,"6,8 Tỷ VNĐ",,Bán  nhà  phố  cao cấp  6.8 tỷ : 6 x 16 trệt,http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/ban-nha-pho-cao-cap-6-8-ty-6-x-16-tret-lung-3-lau-7019983
300 m²,6,5,Đông Bắc,Quận Gò Vấp,"6,0 m",Nhà phố,Sổ hồng,4,"6,8 Tỷ VNĐ",,Bán biệt thự phố 6 x 16 đúc trệt lửng 2 lầu ST,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-biet-thu-pho-6-x-16-duc-tret-lung-2-lau-st-hem-5667791
200 m²,5,4,Đông Nam,Quận Gò Vấp,"6,0 m",Nhà phố,Sổ hồng,4,"4,6 Tỷ VNĐ",,"Bán nhà phố cao cấp: 5,5 x 10 đúc 4T; 4,6 tỷ",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-pho-cao-cap-5-5-x-10-duc-4t-4-6-ty-duong-q-7033137
280 m²,5,4,Tây Nam,Quận Gò Vấp,"8,0 m",Nhà phố,Sổ hồng,4,"4,75 Tỷ VNĐ",,Bán gấp nhà phố  đúc 4T giá rẻ: 4 x 18 đường,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-nha-pho-duc-4t-gia-re-4-x-18-duong-phan-hu-4553002
220 m²,3,4,,Quận 8,"4,0 m",Nhà phố,Sổ hồng,3,"1,6 Tỷ VNĐ",,"Bán Nhà Mới Xây Đẹp, Shr, Vô Ở Liền 220m2, 1 Trệt",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-moi-xay-dep-shr-vo-o-lien-220m2-1-tret-3-l-6841207
200 m²,4,4,Đông Nam,Quận 7,"7,0 m",Nhà phố,Sổ đỏ,4,"3,8 Tỷ VNĐ",,"Chính chủ-Nhà mới 4 tấm, 200m2, xây 1 trệt,2 lầu,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-nha-moi-4-tam-200m2-xay-1-tret-2-lau-san-6968534
197 m²,,3,Đông Bắc,Quận Thủ Đức,"12,0 m",Biệt thự/ Villa,Sổ hồng,2,11 Tỷ VNĐ,,Chính Chủ Cần Bán Biệt Thự Sân Vườn Để Xuất Ngoại,http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/chinh-chu-can-ban-biet-thu-san-vuon-de-xuat-ngoai-7120970
180 m²,3,5,,Quận 7,"6,0 m",Nhà phố,Sổ hồng,3,"3,75 Tỷ VNĐ",,"Bán Gấp Nhà Phố Khu Vip, Hxh 8m Huỳnh Tấn Phát, 4",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-nha-pho-khu-vip-hxh-8m-huynh-tan-phat-4-5m-7144086
39 m²,2,2,Đông Nam,Quận Gò Vấp,"3,0 m",Nhà phố,Sổ hồng,2,"2,98 Tỷ VNĐ",,"Bán Nhà Gấp 4x10,5 đúc trệt lầu 2PN,2WC hẻm 3m",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-gap-4x10-5-duc-tret-lau-2pn-2wc-hem-3m-gan-7147228
40 m²,2,3,,Huyện Bình Chánh,"5,0 m",Nhà phố,Sổ hồng,2,500 Triệu VNĐ,,"Bán dãy nhà Quốc Lộ 50 và gần chợ Hưng Long, sổ",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-day-nha-quoc-lo-50-va-gan-cho-hung-long-so-hon-5251148
76 m²,2,2,Đông Bắc,Huyện Hóc Môn,"4,0 m",Nhà phố,Có giấy phép xây dựng,1,930 Triệu VNĐ,,"Bán nhà Hóc Môn - DT : 4,5m x 8,5m– DTSD : 76m2.",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-hoc-mon-dt-4-5m-x-8-5m-dtsd-76m2-gia-930-t-6987708
230 m²,5,5,,Quận Gò Vấp,"6,0 m",Nhà phố,,5,"5,9 Tỷ VNĐ",,Nhà bán Đ Quang Trung P8 GV Đúc 4.5 tấm DT 4.1m x,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-ban-d-quang-trung-p8-gv-duc-4-5-tam-dt-4-1m-x-7229327
116 m²,2,3,Đông Bắc,Huyện Hóc Môn,"4,0 m",Nhà phố,Có giấy phép xây dựng,1,"1,43 Tỷ VNĐ",,Bán nhà Hóc Môn Gần Trường Học Cấp 3 Lý Thường,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-hoc-mon-gan-truong-hoc-cap-3-ly-thuong-kie-6987671
60 m²,3,4,,Huyện Nhà Bè,"8,0 m",Nhà phố,,4,"2,4 Tỷ VNĐ",,"Nhà Xây Mới Đã Hoàn Thiện Dọn Về Ở Ngay 5,4x11",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-xay-moi-da-hoan-thien-don-ve-o-ngay-5-4x11-tre-7202618
48 m²,3,4,,Quận 8,"5,0 m",Nhà phố,Sổ hồng,3,"4,5 Tỷ VNĐ",,"Đường 5m, nhà xây 2 lầu sân thượng, sổ hồng, xây",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/duong-5m-nha-xay-2-lau-san-thuong-so-hong-xay-moi-6984257
54 m²,5,4,,Huyện Nhà Bè,"5,0 m",Nhà phố,Sổ hồng,3,"3,3 Tỷ VNĐ",,"Về Quê Bán Gấp Nhà Đào Tông Nguyên,Nhà Bè.DT 4x13",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ve-que-ban-gap-nha-dao-tong-nguyen-nha-be-dt-4x13-7224008
160 m²,4,3,Tây Nam,Quận Phú Nhuận,"3,0 m",Nhà phố,Sổ hồng,4,"5,5 Tỷ VNĐ",,B.thự mini t.kế Châu Âu chuẩn 5* hẻm 76/* Phan,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/b-thu-mini-t-ke-chau-au-chuan-5-hem-76-phan-tay-ho-6850517
68 m²,5,4,,Quận 12,"6,0 m",Nhà phố,,4,"3,95 Tỷ VNĐ",,Cần tiền bán gấp nhà đẹp HXH ngay góc đường Lê,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-tien-ban-gap-nha-dep-hxh-ngay-goc-duong-le-thi-7117491
