area,bathrooms,bedrooms,direction,district,front_street_length,house_type,legal_status,num_of_floor,price,project,title,url
226 m²,5,4,,Quận 9,,Biệt thự/ Villa,Sổ hồng,3,20 Tỷ VNĐ,,"Mở bán biệt thự The Venica Khang Điền, quận 9,",http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/mo-ban-biet-thu-the-venica-khang-dien-quan-9-gia-2-6888068
56 m²,2,3,,Huyện Bình Chánh,,Nhà phố,Sổ hồng,1,"1,37 Tỷ VNĐ",,Bán Nhà Vĩnh Lộc A Dt 4x13 1 Trệt 1 Lầu 2pn Sổ,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-vinh-loc-a-dt-4x13-1-tret-1-lau-2pn-so-hon-6308294
60 m²,3,4,Đông Nam,Quận 10,"8,0 m",Nhà phố,Sổ hồng,3,"15,6 Tỷ VNĐ",,"Bán nhà đường Tô Hiến Thành, P14, Q10, giá:15.6",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-duong-to-hien-thanh-p14-q10-gia-15-6-ty-7170396
80 m²,3,1,Nam,Quận 12,"7,0 m",Nhà phố,Sổ hồng,2,"4,55 Tỷ VNĐ",,Bán nhà 2 lầu hẻm cách Phan Văn Hớn 150m dt,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-2-lau-hem-cach-phan-van-hon-150m-dt-4mx20m-6796412
49 m²,4,4,,Quận 1,,Nhà phố,,3,9 Tỷ VNĐ,,"Nhà Đẹp Quận 1,hẻm Xh,võ Thị Sáu, 49m2, giá 9",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-dep-quan-1-hem-xh-vo-thi-sau-49m2-gia-9-ty-6300803
41 m²,,3,Tây Bắc,Quận 10,,Nhà phố,Sổ hồng,4,"13,9 Tỷ VNĐ",,"Mở bán MT  đường 3/2,P.6, Q.10, 1 trệt 3 lầu,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/mo-ban-mt-duong-3-2-p-6-q-10-1-tret-3-lau-gia-14-t-7090003
90 m²,,7,,Quận 5,,Nhà phố,,4,"27,5 Tỷ VNĐ",,"Bán MT đường Bùi Hữu Nghĩa, P.5, Q.5, DT:4x21m",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-mt-duong-bui-huu-nghia-p-5-q-5-dt-4x21m-7084001
150 m²,3,4,,Huyện Nhà Bè,"8,0 m",Nhà phố,Sổ hồng,3,"2,45 Tỷ VNĐ",,"Nhà Mới Trệt 2 Lầu+4pn,dt:4x14m,sd=150m2,lê Văn",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-moi-tret-2-lau4pn-dt-4x14m-sd-150m2-le-van-luo-7068030
216 m²,2,4,,Huyện Nhà Bè,"8,0 m",Nhà phố,Sổ hồng,2,"3,55 Tỷ VNĐ",,"Cần bán nhà 1 trệt 2 lầu sân thượng 5x17,5 m giá",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-nha-1-tret-2-lau-san-thuong-5x17-5-m-gia-3-7157898
52 m²,3,4,,Huyện Nhà Bè,"8,0 m",Nhà phố,Sổ hồng,2,"2,65 Tỷ VNĐ",,"Nhà ở đường Lê Văn Lương, DT 52m2, 2lầu, hẻm xe",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-o-duong-le-van-luong-dt-52m2-2lau-hem-xe-hoi-6876578
42 m²,2,3,Không xác định,Huyện Nhà Bè,"4,0 m",Biệt thự/ Villa,Sổ hồng,2,"1,55 Tỷ VNĐ",,"Nhà Mới  Biệt Thự Mini. Dt: 6x7m, trệt 1 Lầu 3 PN",http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/nha-moi-biet-thu-mini-dt-6x7m-tret-1-lau-3-pn-hem-6650378
32 m²,2,2,,Huyện Bình Chánh,"5,0 m",Nhà phố,Sổ hồng,1,"1,2 Tỷ VNĐ",,"Bán nhà riêng tại Đường Quách điêu, Xã Bình Chánh",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-rieng-tai-duong-quach-dieu-xa-binh-chanh-b-7065162
70 m²,2,2,,Quận Bình Tân,"5,0 m",Nhà phố,Sổ hồng,2,"1,15 Tỷ VNĐ",,"Cần Bán Nhà Đường Quách Điêu, Trung Tâm Vĩnh Lộc",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-nha-duong-quach-dieu-trung-tam-vinh-loc-a-7149862
160 m²,4,4,,Huyện Bình Chánh,"30,0 m",Nhà phố,Sổ hồng,3,5 Tỷ VNĐ,,"Đi Định Cư Bán Gấp Nhà Tặng Full Nội Thất,  Giá 5",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/di-dinh-cu-ban-gap-nha-tang-full-noi-that-gia-5-ty-7137162
160 m²,4,5,Tây,Huyện Nhà Bè,"18,0 m",Nhà phố,Sổ hồng,4,"2,15 Tỷ VNĐ",,"Nhà  mới mặt tiền 18m,dt:3,6x15m,trệt 2 lầu sân",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-moi-mat-tien-18m-dt-3-6x15m-tret-2-lau-san-thu-7252294
160 m²,3,4,Tây,Huyện Nhà Bè,"10,0 m",Nhà phố,Sổ hồng,3,"3,45 Tỷ VNĐ",,Nhà Sổ Hồng Riêng Mặt Tiền 90 Dương Cát Lợi Huỳnh,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-so-hong-rieng-mat-tien-90-duong-cat-loi-huynh-7168875
88 m²,3,4,Tây Nam,Huyện Nhà Bè,"12,0 m",Biệt thự/ Villa,Sổ hồng,3,"3,95 Tỷ VNĐ",,Nhà Mới Biệt Thự 2 Căn Kề Nhau. góc 2 Mặt  Tiền,http://www.muabannhadat.vn/nha-ban-biet-thu-villa-3525/nha-moi-biet-thu-2-can-ke-nhau-goc-2-mat-tien-12m-6963507
52 m²,2,2,,Huyện Bình Chánh,,Nhà phố,,1,"1,39 Tỷ VNĐ",,"Vị Trí Cực Đẹp Ngay Chợ Vĩnh Lộc A, Khu Sầm Uất,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/vi-tri-cuc-dep-ngay-cho-vinh-loc-a-khu-sam-uat-dan-6529324
80 m²,3,4,Đông,Huyện Nhà Bè,"4,0 m",Nhà phố,Sổ hồng,3,"1,25 Tỷ VNĐ",,"Nhà Đẹp Giá Rẽ 1 Trệt, 2 Lầu+4pn.Dt:3x9m, Huỳnh",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-dep-gia-re-1-tret-2-lau4pn-dt-3x9m-huynh-tan-p-7162525
72 m²,2,1,,Quận Bình Tân,,Nhà phố,,1,"1,25 Tỷ VNĐ",,Dự án PHT-Home chào bán căn 68m2 1 T 1L ngay,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/du-an-pht-home-chao-ban-can-68m2-1-t-1l-ngay-quach-6992400
32 m²,2,2,,Huyện Bình Chánh,,Nhà phố,,1,"1,2 Tỷ VNĐ",,"Nhà xây mới 1 tấm mới, 2 phòng ngủ Quách Điêu,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-xay-moi-1-tam-moi-2-phong-ngu-quach-dieu-vinh-6954169
90 m²,2,2,,Huyện Bình Chánh,,Nhà phố,Sổ hồng,2,"1,299 Tỷ VNĐ",,Nhà đẹp chính chủ bao sang tên HXH 2pn trên đường,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-dep-chinh-chu-bao-sang-ten-hxh-2pn-tren-duong-7253789
36 m²,2,2,,Huyện Bình Chánh,,Nhà phố,Sổ hồng,1,"1,06 Tỷ VNĐ",,"Bán nhà tặng lộc may mắn, vừa đẹp vừa may",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-tang-loc-may-man-vua-dep-vua-may-man-7255487
40 m²,2,2,,Huyện Bình Chánh,"5,0 m",Nhà phố,Sổ hồng,1,"1,06 Tỷ VNĐ",,"Nhà đẹp, giá tốt, đường đẹp, SH, GPXD.",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-dep-gia-tot-duong-dep-sh-gpxd-7255714
70 m²,2,2,,Huyện Bình Chánh,"5,0 m",Nhà phố,Sổ hồng,2,"1,15 Tỷ VNĐ",,Bán Nhà Đẹp Nhất Tôi Từng Có Tại Vĩnh Lộc A Ngay,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-dep-nhat-toi-tung-co-tai-vinh-loc-a-ngay-n-7162951
70 m²,2,2,Đông,Huyện Bình Chánh,,Nhà phố,Sổ hồng,1,"1,15 Tỷ VNĐ",,Bán nhà 1 trệt 1 lầu 2pn đường Quách Điêu Bình,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-1-tret-1-lau-2pn-duong-quach-dieu-binh-cha-7100034
48 m²,2,2,,Huyện Bình Chánh,"4,0 m",Nhà phố,Sổ hồng,1,"1,1 Tỷ VNĐ",,Bán Gấp Nhà 1 Tấm Nguyễn Thị Tú-vĩnh Lộc 48m2 2pn,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-gap-nha-1-tam-nguyen-thi-tu-vinh-loc-48m2-2pn-6557916
54 m²,1,4,,Huyện Bình Chánh,"4,0 m",Nhà phố,Sổ hồng,1,"1,4 Tỷ VNĐ",,Chính chủ cần bán nhà 1 lầu 4pn 54m2 ngay ngã 5,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/chinh-chu-can-ban-nha-1-lau-4pn-54m2-ngay-nga-5-ng-6979391
48 m²,2,2,,Huyện Bình Chánh,"4,0 m",Nhà phố,Sổ hồng,1,"1,145 Tỷ VNĐ",,"Nhà Xây Đúc 1 Tấm, Pháp Lý Đầy Đủ Ngay Ngã 5",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-xay-duc-1-tam-phap-ly-day-du-ngay-nga-5-nguyen-6438431
48 m²,2,2,,Huyện Bình Chánh,"4,0 m",Nhà phố,Sổ hồng,1,"1,199 Tỷ VNĐ",,Cơ Hội An Cư Tỷ Năm Có Một Với Nhà 1 Lầu 48m2 2pn,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/co-hoi-an-cu-ty-nam-co-mot-voi-nha-1-lau-48m2-2pn-6605760
96 m²,2,2,,Quận Tân Phú,"4,0 m",Nhà phố,Sổ hồng,1,"1,144 Tỷ VNĐ",,"Nhà chính chủ Nguyễn Thị Tú - Vĩnh Lộc, 96m2, 2pn",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-chinh-chu-nguyen-thi-tu-vinh-loc-96m2-2pn-1-14-6438358
50 m²,2,2,,Quận Bình Tân,,Nhà phố,,1,"2,05 Tỷ VNĐ",,Nhà Đẹp Như Mơ Dọn Vào Là Ở Ngay - khu Đông Đúc,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-dep-nhu-mo-don-vao-la-o-ngay-khu-dong-duc-dan-6138613
40 m²,2,2,Đông,Huyện Bình Chánh,"5,0 m",Nhà phố,Sổ hồng,1,"1,15 Tỷ VNĐ",,Quá Rẻ Chỉ 1.15 Tỷ Có Ngay Nhà 2pn 1 Lầu Dtsd,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/qua-re-chi-1-15-ty-co-ngay-nha-2pn-1-lau-dtsd-70m2-7141683
61 m²,2,2,,Huyện Bình Chánh,,Nhà phố,,1,"1,277 Tỷ VNĐ",,"House mở bán đợt cuối năm căn nhà 4,5 x13,5 m -",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/house-mo-ban-dot-cuoi-nam-can-nha-4-5-x13-5-m-shcc-6657733
70 m²,2,2,,Huyện Bình Chánh,,Nhà phố,,1,"1,21 Tỷ VNĐ",,2 Nhà siêu đẹp-siêu rẻ--->chỉ 1.2tỷ/căn (70m2),http://www.muabannhadat.vn/nha-ban-nha-pho-3535/2-nha-sieu-dep-sieu-re-chi-1-2ty-can-70m2-nhanh-ta-6980496
150 m²,2,2,,Huyện Bình Chánh,"6,0 m",Nhà phố,Sổ hồng,1,"1,06 Tỷ VNĐ",,1060Triệu trong tay có ngay nhà phố mới xây 1TR,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/1060trieu-trong-tay-co-ngay-nha-pho-moi-xay-1tr-1l-7237380
104 m²,2,3,,Huyện Bình Chánh,"6,0 m",Nhà phố,Sổ hồng,11,"1,4 Tỷ VNĐ",,Nhanh tay sở hữu ngay căn nhà 1 T 1 L ngay Quách,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nhanh-tay-so-huu-ngay-can-nha-1-t-1-l-ngay-quach-d-6783926
120 m²,2,2,,Huyện Bình Chánh,"7,0 m",Nhà phố,Sổ hồng,1,"1,35 Tỷ VNĐ",,Cơ hội cuối cùng đề sở hữu nhà phố duy nhất tại,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/co-hoi-cuoi-cung-de-so-huu-nha-pho-duy-nhat-tai-ng-7159566
120 m²,2,3,,Huyện Hóc Môn,"7,0 m",Nhà phố,Sổ hồng,1,"1,32 Tỷ VNĐ",,"An cư lạc nghiệp cùng VNCH-Home, nhận ngay quà",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/an-cu-lac-nghiep-cung-vnch-home-nhan-ngay-qua-tang-7145451
36 m²,2,2,,Huyện Bình Chánh,"5,0 m",Nhà phố,,1,999 Triệu VNĐ,,"Bán nhà thu hồi vốn, nhà Bình Chánh, Xem",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-thu-hoi-von-nha-binh-chanh-xem-ngay-7252475
104 m²,2,2,,Huyện Bình Chánh,"6,0 m",Nhà phố,Sổ hồng,1,"1,35 Tỷ VNĐ",,"Bán Nhà 30t4/5 Đường Thới Hòa,  Bình Chánh Dt 4m",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-30t4-5-duong-thoi-hoa-binh-chanh-dt-4m-x-1-6935956
88 m²,2,2,,Huyện Bình Chánh,"6,0 m",Nhà phố,Sổ hồng,1,820 Triệu VNĐ,,Người thu nhập thấp lại có thêm cơ hội mua nhà,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nguoi-thu-nhap-thap-lai-co-them-co-hoi-mua-nha-820-6665487
52 m²,2,2,,Huyện Bình Chánh,"6,0 m",Nhà phố,Sổ hồng,1,"1,4 Tỷ VNĐ",,"Bán Nhà Đường Quách Điêu, Vĩnh Lộc A, Hẻm 6m Xe",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-duong-quach-dieu-vinh-loc-a-hem-6m-xe-hoi-6627127
36 m²,2,2,,Huyện Bình Chánh,"5,0 m",Nhà phố,Sổ hồng,1,1 Tỷ VNĐ,,"Hãy là nhà đầu tư thông minh, worldcup đúng thời",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/hay-la-nha-dau-tu-thong-minh-worldcup-dung-thoi-di-7252312
40 m²,2,2,,Huyện Bình Chánh,"5,0 m",Nhà phố,,1,"1,12 Tỷ VNĐ",,"Nhà 1 sẹc cách  Nguyễn Thị Tú BT Chỉ 1km, DT40m2",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-1-sec-cach-nguyen-thi-tu-bt-chi-1km-dt40m2-1la-6766193
77 m²,1,2,Đông Bắc,Quận Bình Thạnh,"60,0 m",Nhà phố,Sổ hồng,1,"8,5 Tỷ VNĐ",,"Nhà Mặt Tiền Điện Biên Phủ, Phường 22, Bình Thạnh",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-mat-tien-dien-bien-phu-phuong-22-binh-thanh-6679514
48 m²,2,2,,Huyện Bình Chánh,"6,0 m",Nhà phố,Sổ hồng,1,"1,319 Tỷ VNĐ",,"Nhà Yama Dt 4x12m, 96m2 1t 1l Liên Ấp 123 Vĩnh",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-yama-dt-4x12m-96m2-1t-1l-lien-ap-123-vinh-loc-6662327
77 m²,1,2,Đông Bắc,Quận Bình Thạnh,,Nhà phố,Sổ hồng,1,"8,5 Tỷ VNĐ",,"Cần Bán Gấp Nhà Điện Biên Phủ, Giá Tốt",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-gap-nha-dien-bien-phu-gia-tot-6679628
77 m²,2,2,Đông,Quận Bình Thạnh,"60,0 m",Nhà phố,Sổ hồng,1,"8,5 Tỷ VNĐ",,"Bán Nhà Hai Mặt Tiền Điện Biên Phủ, P22, Bình",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-hai-mat-tien-dien-bien-phu-p22-binh-thanh-6611716
170 m²,2,4,,Huyện Hóc Môn,"7,0 m",Nhà phố,Sổ hồng,1,"1,32 Tỷ VNĐ",,Hòa Mình Vào Không Gian Tuyệt Đẹp Sang Chảnh Bậc,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/hoa-minh-vao-khong-gian-tuyet-dep-sang-chanh-bac-n-7071752
77 m²,1,2,Đông Bắc,Quận Bình Thạnh,"60,0 m",Nhà phố,Sổ hồng,1,"8,5 Tỷ VNĐ",,Cần Bán Gấp Nhà Mặt Tiền Điện Biên Phủ,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-gap-nha-mat-tien-dien-bien-phu-6679567
50 m²,2,2,,Quận Bình Tân,"6,0 m",Nhà phố,,1,"2,3 Tỷ VNĐ",,"Cần Sang Lại Căn Nhà Mới Mua Giá 2t3, Tây Lân,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-sang-lai-can-nha-moi-mua-gia-2t3-tay-lan-duong-7093777
29 m²,3,4,,Huyện Nhà Bè,"8,0 m",Nhà phố,Sổ hồng,2,"1,39 Tỷ VNĐ",,"Nhà Ở Đường Huỳnh Tấn Phát, 2lầu+ST, 4pn, 3wc",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-o-duong-huynh-tan-phat-2laust-4pn-3wc-6754575
88 m²,,3,Không xác định,Quận Thủ Đức,"6,0 m",Nhà phố,Sổ hồng,1,"2,5 Tỷ VNĐ",,"Kẹt Tiền bán nhanh nhà 1 Trệt 1 Lầu 88,2m2 Hẻm xe",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ket-tien-ban-nhanh-nha-1-tret-1-lau-88-2m2-hem-xe-6951524
55 m²,6,5,,Quận Bình Thạnh,"6,0 m",Nhà phố,Sổ hồng,4,7 Tỷ VNĐ,,"Nhà Đẹp Hẻm Xe Tải, Hoàng Hoa Thám, 55m2, Giá 7",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-dep-hem-xe-tai-hoang-hoa-tham-55m2-gia-7-ty-6431247
116 m²,,5,,Quận Tân Bình,"40,0 m",Nhà phố,Sổ hồng,3,26 Tỷ VNĐ,,"Bán nhà mặt tiền đường Cộng Hoà, P4, giá 26 tỷ",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-mat-tien-duong-cong-hoa-p4-gia-26-ty-5810142
80 m²,3,4,,Quận 12,"4,0 m",Nhà phố,Sổ hồng,3,"1,62 Tỷ VNĐ",,"Nhà bán chính chủ 80m2 sàn, ngay Tân Thới Hiệp 7,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-ban-chinh-chu-80m2-san-ngay-tan-thoi-hiep-7-ga-7145483
132 m²,,5,Tây,Quận 7,"16,0 m",Nhà phố,Sổ hồng,4,"14,8 Tỷ VNĐ",,"Nhà đẹp mt đường 75, khu Tân Quy Đông, quận 7,",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-dep-mt-duong-75-khu-tan-quy-dong-quan-7-6x22m-6834440
96 m²,2,2,,Huyện Bình Chánh,"6,0 m",Nhà phố,Sổ hồng,11,"1,318 Tỷ VNĐ",,Nhà Bán Dt 4x12 96m2 Thuộc Liên Ấp 123 Huyện Bình,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-ban-dt-4x12-96m2-thuoc-lien-ap-123-huyen-binh-6648300
49 m²,4,4,,Quận Phú Nhuận,"5,0 m",Nhà phố,Sổ hồng,3,"5,05 Tỷ VNĐ",,"Nhà Đẹp Hẻm Xe Hơi, Hoàng Hoa Thám, dt 49m2, giá",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-dep-hem-xe-hoi-hoang-hoa-tham-dt-49m2-gia-5ty0-6713465
52 m²,2,2,,Huyện Bình Chánh,"6,0 m",Nhà phố,Sổ hồng,1,"1,35 Tỷ VNĐ",,"Bán Nhà Đ. Thới Hòa (số 7) Bình Chánh, Diện Tích",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-d-thoi-hoa-so-7-binh-chanh-dien-tich-4-1x1-6909031
100 m²,2,2,,Huyện Bình Chánh,"6,0 m",Nhà phố,Sổ hồng,1,"1,299 Tỷ VNĐ",,"Bán Nhà 1 Trệt, 1 Lầu 2-3pn 2wc Mt Đường, Ngay",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-1-tret-1-lau-2-3pn-2wc-mt-duong-ngay-cho-n-6825396
90 m²,2,2,,Huyện Bình Chánh,"6,0 m",Nhà phố,Sổ hồng,1,"1,12 Tỷ VNĐ",,Hiện Tôi Đang Cần Bán Căn Nhà Mới Xây Dt:90m2 Xây,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/hien-toi-dang-can-ban-can-nha-moi-xay-dt-90m2-xay-6739738
120 m²,3,4,,Huyện Bình Chánh,"15,0 m",Nhà phố,Sổ hồng,1,"4,9 Tỷ VNĐ",,Vị trí thuận tiện kinh doanh nằm ngay MT Hương Lộ,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/vi-tri-thuan-tien-kinh-doanh-nam-ngay-mt-huong-lo-6383096
88 m²,5,5,,Quận Gò Vấp,"10,0 m",Nhà phố,,4,14 Tỷ VNĐ,,"Bán nhà MT Nguyễn Oanh, Gò Vấp, 88m2, 14 tỷ",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-mt-nguyen-oanh-go-vap-88m2-14-ty-6884742
170 m²,2,4,,Huyện Bình Chánh,"7,0 m",Nhà phố,Sổ hồng,1,"1,32 Tỷ VNĐ",,Hòa Mình Vào Không Gian Tuyệt Đẹp Sang Chảnh Bậc,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/hoa-minh-vao-khong-gian-tuyet-dep-sang-chanh-bac-n-7071727
52 m²,2,3,,Huyện Bình Chánh,"8,0 m",Nhà phố,Sổ hồng,1,"1,4 Tỷ VNĐ",,Bán nhà gấp đường Quách Điêu DT 4x13 1 trệt 1 lầu,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-gap-duong-quach-dieu-dt-4x13-1-tret-1-lau-6303758
48 m²,5,5,Không xác định,Quận Bình Thạnh,"5,0 m",Nhà phố,Sổ hồng,4,"5,8 Tỷ VNĐ",,"Bán nhà Nơ Trang Long, 6x8m, 5.8 tỷ, 4 lầu",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/ban-nha-no-trang-long-6x8m-5-8-ty-4-lau-6828684
112 m²,2,2,,Huyện Bình Chánh,"6,0 m",Nhà phố,Sổ hồng,1,"1,35 Tỷ VNĐ",,Nhà Phố 112m2 2PN 2WC.Khu dân cư hiện hữu Vĩnh,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-112m2-2pn-2wc-khu-dan-cu-hien-huu-vinh-loc-6976398
28 m²,2,3,,Quận Bình Thạnh,"3,5 m",Khác,Sổ hồng,2,"3,1 Tỷ VNĐ",,"Chính chủ bán nhà Nguyễn Hữu Cảnh, P.22, Q. Bình",http://www.muabannhadat.vn/nha-ban-khac-3592/chinh-chu-ban-nha-nguyen-huu-canh-p-22-q-binh-than-7216428
80 m²,4,4,,Quận Thủ Đức,,Nhà phố,,4,"5,1 Tỷ VNĐ",,"Nhà Mới Hiện Đại, DT:4x20m 3 lầu.Hẻm 7m sân xe",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-moi-hien-dai-dt-4x20m-3-lau-hem-7m-san-xe-hoi-6853988
75 m²,2,3,,Huyện Hóc Môn,,Nhà phố,,1,900 Triệu VNĐ,,Cần bán gấp Nhà Đường Nguyễn Văn Bửa. 900 Tr.,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-gap-nha-duong-nguyen-van-bua-900-tr-shr-7083552
104 m²,2,2,,Quận Bình Tân,,Nhà phố,,1,"1,55 Tỷ VNĐ",,Căn Nhà Ngay Vị Trí Trung Tâm Sầm Uất nhất Vĩnh,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-nha-ngay-vi-tri-trung-tam-sam-uat-nhat-vinh-lo-6889916
75 m²,3,3,,Quận Tân Bình,"10,0 m",Nhà phố,Sổ hồng,2,"8,8 Tỷ VNĐ",,Nhà Phạm Văn Hai 75m2(4.6x17) kinh doanh giá 8.8,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pham-van-hai-75m24-6x17-kinh-doanh-gia-8-8-ty-6982458
74 m²,2,2,,Quận Bình Tân,"5,0 m",Nhà phố,Sổ hồng,1,"1,45 Tỷ VNĐ",,1200Triệu trong tay có ngay nhà phố mới xây 1TR,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/1200trieu-trong-tay-co-ngay-nha-pho-moi-xay-1tr-1l-7068199
94 m²,1,5,Nam,Quận 7,"14,0 m",Nhà phố,Sổ hồng,3,12 Tỷ VNĐ,,Nhà 1 Trêt 2 Lầu Sân Thượng Đường 81 Tân Quy Quận,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-1-tret-2-lau-san-thuong-duong-81-tan-quy-quan-6790007
60 m²,2,3,,Quận 10,"8,0 m",Nhà phố,Sổ hồng,3,"6,2 Tỷ VNĐ",,Cần bán gấp nhà Hẻm VIP 343 đường Tô Hiến,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/can-ban-gap-nha-hem-vip-343-duong-to-hien-thanh-p-6841876
40 m²,2,2,,Huyện Bình Chánh,,Nhà phố,,1,"1,13 Tỷ VNĐ",,Cuối Năm Bán Gấp Căn Nhà Mới Xây 100% Liên Ấp,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/cuoi-nam-ban-gap-can-nha-moi-xay-100-lien-ap-123-s-6683018
60 m²,2,2,,Huyện Hóc Môn,"10,0 m",Nhà phố,Sổ hồng,1,"2,6 Tỷ VNĐ",,Nhà Hóc Môn đẹp mê ly giá siêu,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-hoc-mon-dep-me-ly-gia-sieu-re-7104696
120 m²,2,2,,Huyện Hóc Môn,"7,0 m",Nhà phố,Sổ hồng,1,"1,35 Tỷ VNĐ",,Cơ hội cuối cùng đề sở hữu nhà phố duy nhất tại,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/co-hoi-cuoi-cung-de-so-huu-nha-pho-duy-nhat-tai-ng-7159614
56 m²,2,2,Đông,Huyện Nhà Bè,"4,0 m",Nhà phố,,2,"1,03 Tỷ VNĐ",,"Nhà Đẹp Trệt 1 Lầu Xây Hết Diện Tích.dt:4x7m,lê",http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-dep-tret-1-lau-xay-het-dien-tich-dt-4x7m-le-va-7130583
48 m²,2,2,,Huyện Bình Chánh,"6,0 m",Nhà phố,Sổ hồng,1,"1,3 Tỷ VNĐ",,Nhà mới xây nằm trên đường Rạch suối Vĩnh Lộc  DT,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-moi-xay-nam-tren-duong-rach-suoi-vinh-loc-dt-4-6372430
60 m²,2,2,,Quận Bình Tân,,Nhà phố,,1,"1,45 Tỷ VNĐ",,Nhà phố KDC PHT- Home đang là sản phẩm Hót nhất,http://www.muabannhadat.vn/nha-ban-nha-pho-3535/nha-pho-kdc-pht-home-dang-la-san-pham-hot-nhat-khu-6873222
